r_seg,Active,Active,Active,Active,At Risk,At Risk,At Risk,At Risk,Churn,Churn,Churn,Churn
fm_seg,Gold,Platinum,Silver,Standard,Gold,Platinum,Silver,Standard,Gold,Platinum,Silver,Standard
Avg_Price,3704.147578125,4592.120823529412,2819.9467721518977,787.6426956521742,2252.333333333332,3689.310638297875,1606.503202247191,550.4017073170729,2099.8516091954016,2546.69789473684,1401.4589411764703,487.2637320574164
Delivery_Charges,705.3035937499998,827.7267058823531,442.86297468354417,118.80043478260866,523.0983333333335,838.1731914893616,316.7618539325843,122.27213414634147,492.334712643678,692.8815789473686,340.69870588235295,124.9922966507177
Discount_pct,12.74687499999999,15.385882352941179,9.734810126582277,3.2782608695652176,10.075000000000012,13.474468085106341,6.732022471910111,2.8652439024390253,7.565517241379306,10.436842105263159,5.172352941176472,2.39377990430622
GST,8.506406249999996,9.996588235294118,5.992405063291137,2.00704347826087,7.322407407407406,11.193829787234055,4.850955056179774,2.043353658536585,5.600229885057467,7.274210526315786,3.912999999999999,1.687751196172248
Invoice_Value,6323.538713984374,7693.845414,4240.484517784811,1122.5009065217384,4118.597312777777,7451.560966595741,2618.697118988764,885.7251889634146,3967.868167931034,5234.622031578947,2522.5665264705885,823.5408303349284
Recency,35.890625,35.411764705882355,36.18354430379747,33.87826086956522,130.09259259259258,123.63829787234043,130.09550561797752,133.59146341463415,274.0344827586207,263.36842105263156,268.74117647058824,263.85645933014354
Frequency,55.8203125,83.21176470588236,25.68354430379747,11.939130434782609,60.27777777777778,72.42553191489361,47.59550561797753,12.060975609756097,41.264367816091955,82.15789473684211,31.905882352941177,11.177033492822966
Monetary,6323.078125,7693.364705882353,4239.93670886076,1121.9652173913043,4118.037037037037,7451.0,2618.224719101124,885.2073170731708,3967.3563218390805,5234.105263157895,2522.0823529411764,823.0861244019138
